image,mask
data/ISIC2018_Task1-2_Training_Input/ISIC_0010479.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010479_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014434.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014434_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0008913.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0008913_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014911.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014911_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000487.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000487_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012665.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012665_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009970.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009970_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000379.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000379_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014851.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014851_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010862.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010862_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012224.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012224_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014393.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014393_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001960.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001960_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000036.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000036_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015309.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015309_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011298.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011298_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014139.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014139_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010240.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010240_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010105.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010105_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012318.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012318_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010070.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010070_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013428.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013428_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000191.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000191_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013526.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013526_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000431.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000431_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000208.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000208_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010332.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010332_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009955.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009955_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010229.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010229_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000421.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000421_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010320.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010320_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000147.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000147_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000163.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000163_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014780.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014780_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013315.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013315_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013636.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013636_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013767.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013767_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0004346.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0004346_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015999.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015999_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009966.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009966_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010319.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010319_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000003.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000003_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014547.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014547_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000482.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000482_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012950.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012950_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013843.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013843_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014830.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014830_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012330.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012330_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015044.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015044_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010016.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010016_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015982.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015982_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013656.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013656_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000325.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000325_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010589.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010589_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000039.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000039_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013977.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013977_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014708.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014708_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014857.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014857_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013229.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013229_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015401.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015401_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011330.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011330_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000030.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000030_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011130.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011130_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000243.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000243_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013618.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013618_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009920.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009920_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010330.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010330_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013208.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013208_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000328.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000328_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014346.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014346_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001292.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001292_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015641.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015641_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009902.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009902_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009078.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009078_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013275.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013275_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001247.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001247_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000165.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000165_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012245.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012245_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015079.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015079_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016022.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016022_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013739.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013739_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009979.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009979_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000476.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000476_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010596.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010596_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0008207.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0008207_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013967.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013967_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015989.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015989_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0002246.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0002246_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000160.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000160_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013996.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013996_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001296.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001296_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012493.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012493_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000395.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000395_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009998.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009998_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015146.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015146_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011205.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011205_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015582.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015582_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011099.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011099_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000140.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000140_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012701.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012701_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012684.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012684_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014190.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014190_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013385.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013385_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015216.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015216_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014821.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014821_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014013.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014013_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000074.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000074_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013079.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013079_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015136.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015136_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016044.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016044_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000171.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000171_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013320.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013320_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014513.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014513_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011104.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011104_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013346.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013346_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015167.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015167_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012442.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012442_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016055.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016055_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0007332.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0007332_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011214.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011214_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001126.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001126_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013037.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013037_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009977.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009977_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013355.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013355_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000134.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000134_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014961.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014961_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000543.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000543_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012092.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012092_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015258.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015258_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013635.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013635_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000228.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000228_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000124.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000124_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012735.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012735_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010844.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010844_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010088.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010088_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016016.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016016_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013861.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013861_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012257.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012257_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014480.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014480_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010347.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010347_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014703.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014703_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014263.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014263_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015002.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015002_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015482.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015482_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000105.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000105_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015412.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015412_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015544.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015544_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011297.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011297_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014361.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014361_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014903.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014903_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000465.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000465_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011117.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011117_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000471.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000471_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011294.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011294_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013516.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013516_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010017.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010017_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000069.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000069_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015995.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015995_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000072.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000072_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000330.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000330_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013966.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013966_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000295.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000295_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0002093.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0002093_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000159.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000159_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011296.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011296_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015166.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015166_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010189.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010189_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0001385.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0001385_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000116.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000116_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013167.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013167_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009978.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009978_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009981.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009981_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015990.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015990_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010005.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010005_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011386.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011386_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015189.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015189_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000119.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000119_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016015.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016015_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013150.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013150_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000035.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000035_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012721.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012721_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000460.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000460_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014974.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014974_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014336.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014336_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015983.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015983_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014554.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014554_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009927.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009927_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014957.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014957_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012285.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012285_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014715.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014715_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013799.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013799_segmentation.png
